Entry,Region,Start,End,domain name
P98164,Repeat,1655,1695,LDL-receptor class B 13
P98164,Domain,1700,1741,EGF-like 2
P98164,Repeat,1790,1832,LDL-receptor class B 14
P98164,Repeat,1833,1882,LDL-receptor class B 15
P98164,Repeat,1883,1930,LDL-receptor class B 16
P98164,Repeat,1931,1972,LDL-receptor class B 17
P98164,Repeat,1973,2013,LDL-receptor class B 18
P98164,Repeat,2107,2156,LDL-receptor class B 19
P98164,Repeat,2157,2201,LDL-receptor class B 20
P98164,Repeat,2202,2245,LDL-receptor class B 21
P98164,Repeat,2246,2289,LDL-receptor class B 22
P98164,Repeat,2431,2477,LDL-receptor class B 23
P98164,Repeat,2478,2518,LDL-receptor class B 24
P98164,Repeat,2519,2562,LDL-receptor class B 25
P98164,Repeat,2563,2604,LDL-receptor class B 26
P98164,Repeat,2605,2646,LDL-receptor class B 27
P98164,Domain,2699,2737,LDL-receptor class A 16
P98164,Domain,2740,2776,LDL-receptor class A 17
P98164,Domain,2779,2818,LDL-receptor class A 18
P98164,Domain,2821,2860,LDL-receptor class A 19
P98164,Domain,2863,2900,LDL-receptor class A 20
P98164,Domain,2905,2944,LDL-receptor class A 21
P98164,Domain,2947,2989,LDL-receptor class A 22
P98164,Domain,2992,3028,LDL-receptor class A 23
P98164,Domain,3031,3069,LDL-receptor class A 24
P98164,Domain,3074,3110,LDL-receptor class A 25
P98164,Domain,3110,3151,EGF-like 3
P98164,Domain,3152,3192,EGF-like 4
P98164,Repeat,3239,3281,LDL-receptor class B 28
P98164,Repeat,3282,3324,LDL-receptor class B 29
P98164,Repeat,3333,3376,LDL-receptor class B 30
P98164,Repeat,3377,3419,LDL-receptor class B 31
P98164,Repeat,3420,3460,LDL-receptor class B 32
P98164,Domain,3511,3549,LDL-receptor class A 26
P98164,Domain,3552,3590,LDL-receptor class A 27
P98164,Domain,3593,3631,LDL-receptor class A 28
P98164,Domain,3634,3672,LDL-receptor class A 29
P98164,Domain,3677,3715,LDL-receptor class A 30
P98164,Domain,3718,3755,LDL-receptor class A 31
P98164,Domain,3758,3794,LDL-receptor class A 32
P98164,Domain,3797,3833,LDL-receptor class A 33
P98164,Domain,3841,3879,LDL-receptor class A 34
P98164,Domain,3882,3921,LDL-receptor class A 35
P98164,Domain,3927,3963,LDL-receptor class A 36
P98164,Domain,4007,4048,EGF-like 5
P98164,Repeat,4154,4196,LDL-receptor class B 33
P98164,Repeat,4197,4240,LDL-receptor class B 34
P98164,Repeat,4242,4283,LDL-receptor class B 35
P98164,Domain,4377,4411,EGF-like 6
P16070,Domain,32,120,Link
P01130,Domain,25,65,LDL-receptor class A 1
P01130,Domain,66,106,LDL-receptor class A 2
P01130,Domain,107,145,LDL-receptor class A 3
P01130,Domain,146,186,LDL-receptor class A 4
P01130,Domain,195,233,LDL-receptor class A 5
P01130,Domain,234,272,LDL-receptor class A 6
P01130,Domain,274,313,LDL-receptor class A 7
P01130,Domain,314,353,EGF-like 1
P01130,Domain,354,393,EGF-like 2
P01130,Repeat,397,438,LDL-receptor class B 1
P01130,Repeat,439,485,LDL-receptor class B 2
P01130,Repeat,486,528,LDL-receptor class B 3
P01130,Repeat,529,572,LDL-receptor class B 4
P01130,Repeat,573,615,LDL-receptor class B 5
P01130,Repeat,616,658,LDL-receptor class B 6
P01130,Domain,663,712,EGF-like 3
P30203,Domain,45,156,SRCR 1
P30203,Domain,161,260,SRCR 2
P30203,Domain,265,361,SRCR 3
P16234,Domain,24,113,Ig-like C2-type 1
P16234,Domain,117,201,Ig-like C2-type 2
P16234,Domain,202,306,Ig-like C2-type 3
P16234,Domain,319,410,Ig-like C2-type 4
P16234,Domain,414,517,Ig-like C2-type 5
P16234,Domain,593,954,Protein kinase
P09619,Domain,33,120,Ig-like C2-type 1
P09619,Domain,129,210,Ig-like C2-type 2
P09619,Domain,214,309,Ig-like C2-type 3
P09619,Domain,331,403,Ig-like C2-type 4
P09619,Domain,416,524,Ig-like C2-type 5
P09619,Domain,600,962,Protein kinase
P30273,Domain,54,82,ITAM
P26006,Repeat,38,103,FG-GAP 1
P26006,Repeat,110,171,FG-GAP 2
P26006,Repeat,185,235,FG-GAP 3
P26006,Repeat,236,292,FG-GAP 4
P26006,Repeat,293,354,FG-GAP 5
P26006,Repeat,356,411,FG-GAP 6
P26006,Repeat,415,477,FG-GAP 7
P15813,Domain,185,292,Ig-like
P21802,Domain,25,125,Ig-like C2-type 1
P21802,Domain,154,247,Ig-like C2-type 2
P21802,Domain,256,358,Ig-like C2-type 3
P21802,Domain,481,770,Protein kinase
Q12864,Domain,30,128,Cadherin 1
Q12864,Domain,129,244,Cadherin 2
Q12864,Domain,245,340,Cadherin 3
Q12864,Domain,341,449,Cadherin 4
Q12864,Domain,450,566,Cadherin 5
Q12864,Domain,567,667,Cadherin 6
Q12864,Domain,668,777,Cadherin 7
Q9H251,Domain,34,132,Cadherin 1
Q9H251,Domain,133,236,Cadherin 2
Q9H251,Domain,237,348,Cadherin 3
Q9H251,Domain,349,460,Cadherin 4
Q9H251,Domain,461,561,Cadherin 5
Q9H251,Domain,562,671,Cadherin 6
Q9H251,Domain,672,784,Cadherin 7
Q9H251,Domain,779,890,Cadherin 8
Q9H251,Domain,891,995,Cadherin 9
Q9H251,Domain,996,1102,Cadherin 10
Q9H251,Domain,1103,1208,Cadherin 11
Q9H251,Domain,1210,1313,Cadherin 12
Q9H251,Domain,1314,1418,Cadherin 13
Q9H251,Domain,1420,1527,Cadherin 14
Q9H251,Domain,1529,1634,Cadherin 15
Q9H251,Domain,1635,1744,Cadherin 16
Q9H251,Domain,1745,1851,Cadherin 17
Q9H251,Domain,1852,1959,Cadherin 18
Q9H251,Domain,1960,2069,Cadherin 19
Q9H251,Domain,2070,2174,Cadherin 20
Q9H251,Domain,2175,2293,Cadherin 21
Q9H251,Domain,2297,2402,Cadherin 22
Q9H251,Domain,2403,2509,Cadherin 23
Q9H251,Domain,2510,2611,Cadherin 24
Q9H251,Domain,2614,2722,Cadherin 25
Q9H251,Domain,2729,2846,Cadherin 26
Q9H251,Domain,2847,2975,Cadherin 27
Q30201,Domain,207,298,Ig-like C1-type
O00548,Domain,177,221,DSL
O00548,Domain,226,254,EGF-like 1
O00548,Domain,257,285,EGF-like 2
O00548,Domain,292,325,EGF-like 3
O00548,Domain,332,363,EGF-like 4
O00548,Domain,370,402,EGF-like 5
O00548,Domain,409,440,EGF-like 6
O00548,Domain,447,478,EGF-like 7
O00548,Domain,485,516,EGF-like 8
Q15303,Domain,718,985,Protein kinase
P03372,Domain,311,547,NR LBD
Q99062,Domain,25,117,Ig-like C2-type
Q99062,Domain,125,230,Fibronectin type-III 1
Q99062,Domain,233,332,Fibronectin type-III 2
Q99062,Domain,334,430,Fibronectin type-III 3
Q99062,Domain,431,528,Fibronectin type-III 4
Q99062,Domain,530,623,Fibronectin type-III 5
Q14517,Domain,35,149,Cadherin 1
Q14517,Domain,150,257,Cadherin 2
Q14517,Domain,368,463,Cadherin 3
Q14517,Domain,464,569,Cadherin 4
Q14517,Domain,570,673,Cadherin 5
Q14517,Domain,718,822,Cadherin 6
Q14517,Domain,823,927,Cadherin 7
Q14517,Domain,928,1034,Cadherin 8
Q14517,Domain,1035,1139,Cadherin 9
Q14517,Domain,1140,1245,Cadherin 10
Q14517,Domain,1246,1357,Cadherin 11
Q14517,Domain,1359,1456,Cadherin 12
Q14517,Domain,1457,1562,Cadherin 13
Q14517,Domain,1563,1667,Cadherin 14
Q14517,Domain,1668,1765,Cadherin 15
Q14517,Domain,1766,1879,Cadherin 16
Q14517,Domain,1880,1979,Cadherin 17
Q14517,Domain,1980,2081,Cadherin 18
Q14517,Domain,2082,2182,Cadherin 19
Q14517,Domain,2183,2283,Cadherin 20
Q14517,Domain,2284,2390,Cadherin 21
Q14517,Domain,2391,2492,Cadherin 22
Q14517,Domain,2493,2596,Cadherin 23
Q14517,Domain,2597,2703,Cadherin 24
Q14517,Domain,2704,2809,Cadherin 25
Q14517,Domain,2810,2918,Cadherin 26
Q14517,Domain,2919,3023,Cadherin 27
Q14517,Domain,3024,3125,Cadherin 28
Q14517,Domain,3126,3230,Cadherin 29
Q14517,Domain,3231,3335,Cadherin 30
Q14517,Domain,3336,3440,Cadherin 31
Q14517,Domain,3441,3545,Cadherin 32
Q14517,Domain,3546,3647,Cadherin 33
Q14517,Domain,3790,3827,EGF-like 1
Q14517,Domain,3829,4009,Laminin G-like
Q14517,Domain,4013,4050,EGF-like 2
Q14517,Domain,4052,4088,EGF-like 3
Q14517,Domain,4089,4125,EGF-like 4
Q14517,Domain,4127,4163,EGF-like 5
Q13740,Domain,28,120,Ig-like V-type 1
Q13740,Domain,125,234,Ig-like V-type 2
Q13740,Domain,245,328,Ig-like C2-type 1
Q13740,Domain,333,409,Ig-like C2-type 2
Q13740,Domain,416,501,Ig-like C2-type 3
P05067,Domain,28,189,E1
P05067,Domain,291,341,BPTI/Kunitz inhibitor
P05067,Domain,374,565,E2
P20594,Domain,513,786,Protein kinase
P20594,Domain,861,991,Guanylate cyclase
P19320,Domain,25,105,Ig-like C2-type 1
P19320,Domain,109,212,Ig-like C2-type 2
P19320,Domain,223,309,Ig-like C2-type 3
P19320,Domain,312,399,Ig-like C2-type 4
P19320,Domain,408,506,Ig-like C2-type 5
P19320,Domain,511,595,Ig-like C2-type 6
P19320,Domain,600,684,Ig-like C2-type 7
Q16832,Domain,30,185,F5/8 type C
Q16832,Domain,563,849,Protein kinase
O60469,Domain,39,129,Ig-like C2-type 1
O60469,Domain,125,216,Ig-like C2-type 2
O60469,Domain,225,305,Ig-like C2-type 3
O60469,Domain,313,401,Ig-like C2-type 4
O60469,Domain,407,500,Ig-like C2-type 5
O60469,Domain,504,592,Ig-like C2-type 6
O60469,Domain,596,685,Ig-like C2-type 7
O60469,Domain,690,783,Ig-like C2-type 8
O60469,Domain,787,883,Ig-like C2-type 9
O60469,Domain,885,982,Fibronectin type-III 1
O60469,Domain,987,1086,Fibronectin type-III 2
O60469,Domain,1091,1187,Fibronectin type-III 3
O60469,Domain,1191,1285,Fibronectin type-III 4
O60469,Domain,1285,1377,Ig-like C2-type 10
O60469,Domain,1379,1473,Fibronectin type-III 5
O60469,Domain,1474,1575,Fibronectin type-III 6
P36896,Domain,177,206,GS
P36896,Domain,207,497,Protein kinase
P55291,Domain,61,152,Cadherin 1
P55291,Domain,153,260,Cadherin 2
P55291,Domain,261,375,Cadherin 3
P55291,Domain,376,481,Cadherin 4
P55291,Domain,482,590,Cadherin 5
P10966,Domain,22,132,Ig-like V-type
Q9BXJ7,Domain,202,254,VWFC
P14784,Domain,134,234,Fibronectin type-III
P49755,Domain,41,193,GOLD
P25942,Repeat,25,60,TNFR-Cys 1
P25942,Repeat,61,103,TNFR-Cys 2
P25942,Repeat,104,144,TNFR-Cys 3
P25942,Repeat,145,187,TNFR-Cys 4
Q9Y639,Domain,29,134,Ig-like 1
Q9Y639,Domain,148,235,Ig-like 2
Q9Y639,Domain,238,329,Ig-like 3
P46531,Domain,20,58,EGF-like 1
P46531,Domain,59,99,EGF-like 2
P46531,Domain,102,139,EGF-like 3
P46531,Domain,140,176,EGF-like 4
P46531,Domain,178,216,EGF-like 5
P46531,Domain,218,255,EGF-like 6
P46531,Domain,257,293,EGF-like 7
P46531,Domain,295,333,EGF-like 8
P46531,Domain,335,371,EGF-like 9
P46531,Domain,372,410,EGF-like 10
P46531,Domain,412,450,EGF-like 11
P46531,Domain,452,488,EGF-like 12
P46531,Domain,490,526,EGF-like 13
P46531,Domain,528,564,EGF-like 14
P46531,Domain,566,601,EGF-like 15
P46531,Domain,603,639,EGF-like 16
P46531,Domain,641,676,EGF-like 17
P46531,Domain,678,714,EGF-like 18
P46531,Domain,716,751,EGF-like 19
P46531,Domain,753,789,EGF-like 20
P46531,Domain,791,827,EGF-like 21
P46531,Domain,829,867,EGF-like 22
P46531,Domain,869,905,EGF-like 23
P46531,Domain,907,943,EGF-like 24
P46531,Domain,945,981,EGF-like 25
P46531,Domain,983,1019,EGF-like 26
P46531,Domain,1021,1057,EGF-like 27
P46531,Domain,1059,1095,EGF-like 28
P46531,Domain,1097,1143,EGF-like 29
P46531,Domain,1145,1181,EGF-like 30
P46531,Domain,1183,1219,EGF-like 31
P46531,Domain,1221,1265,EGF-like 32
P46531,Domain,1267,1305,EGF-like 33
P46531,Domain,1307,1346,EGF-like 34
P46531,Domain,1348,1384,EGF-like 35
P46531,Domain,1387,1426,EGF-like 36
P46531,Repeat,1449,1489,LNR 1
P46531,Repeat,1490,1531,LNR 2
P46531,Repeat,1532,1571,LNR 3
P46531,Repeat,1927,1956,ANK 1
P46531,Repeat,1960,1990,ANK 2
P46531,Repeat,1994,2023,ANK 3
P46531,Repeat,2027,2056,ANK 4
P46531,Repeat,2060,2089,ANK 5
P46531,Repeat,2095,2122,ANK 6
Q16827,Domain,50,124,Fibronectin type-III 1
Q16827,Domain,142,211,Fibronectin type-III 2
Q16827,Domain,246,306,Fibronectin type-III 3
Q16827,Domain,329,425,Fibronectin type-III 4
Q16827,Domain,435,531,Fibronectin type-III 5
Q16827,Domain,532,628,Fibronectin type-III 6
Q16827,Domain,631,724,Fibronectin type-III 7
Q16827,Domain,725,817,Fibronectin type-III 8
Q16827,Domain,938,1195,Tyrosine-protein phosphatase
Q9UIB8,Domain,26,129,Ig-like V-type
Q9UIB8,Domain,135,207,Ig-like C2-type
Q86UP0,Domain,46,150,Cadherin 1
Q86UP0,Domain,151,259,Cadherin 2
Q86UP0,Domain,260,374,Cadherin 3
Q86UP0,Domain,375,517,Cadherin 4
Q86UP0,Domain,517,630,Cadherin 5
Q8IYV9,Domain,167,251,Ig-like C2-type
O94856,Domain,41,137,Ig-like C2-type 1
O94856,Domain,143,230,Ig-like C2-type 2
O94856,Domain,244,332,Ig-like C2-type 3
O94856,Domain,337,424,Ig-like C2-type 4
O94856,Domain,429,517,Ig-like C2-type 5
O94856,Domain,521,603,Ig-like C2-type 6
O94856,Domain,630,725,Fibronectin type-III 1
O94856,Domain,730,823,Fibronectin type-III 2
O94856,Domain,828,930,Fibronectin type-III 3
O94856,Domain,934,1030,Fibronectin type-III 4
O94856,Domain,1114,1206,Fibronectin type-III 5
P25189,Domain,30,143,Ig-like V-type
O75509,Repeat,50,88,TNFR-Cys 1
O75509,Repeat,90,131,TNFR-Cys 2
O75509,Repeat,133,167,TNFR-Cys 3
O75509,Repeat,170,211,TNFR-Cys 4
O75509,Domain,415,498,Death
Q13705,Domain,190,480,Protein kinase
P06756,Repeat,32,98,FG-GAP 1
P06756,Repeat,109,170,FG-GAP 2
P06756,Repeat,173,225,FG-GAP 3
P06756,Repeat,237,291,FG-GAP 4
P06756,Repeat,292,357,FG-GAP 5
P06756,Repeat,358,415,FG-GAP 6
P06756,Repeat,419,482,FG-GAP 7
P38484,Domain,31,129,Fibronectin type-III 1
P38484,Domain,142,240,Fibronectin type-III 2
P16581,Domain,22,139,C-type lectin
P16581,Domain,140,175,EGF-like
P16581,Domain,178,239,Sushi 1
P16581,Domain,240,301,Sushi 2
P16581,Domain,303,364,Sushi 3
P16581,Domain,366,427,Sushi 4
P16581,Domain,429,490,Sushi 5
P16581,Domain,491,549,Sushi 6
Q9Y2C9,Repeat,54,77,LRR 1
Q9Y2C9,Repeat,78,101,LRR 2
Q9Y2C9,Repeat,102,122,LRR 3
Q9Y2C9,Repeat,123,147,LRR 4
Q9Y2C9,Repeat,148,168,LRR 5
Q9Y2C9,Repeat,169,196,LRR 6
Q9Y2C9,Repeat,197,219,LRR 7
Q9Y2C9,Repeat,220,250,LRR 8
Q9Y2C9,Repeat,251,277,LRR 9
Q9Y2C9,Repeat,278,303,LRR 10
Q9Y2C9,Repeat,304,330,LRR 11
Q9Y2C9,Repeat,331,354,LRR 12
Q9Y2C9,Repeat,355,378,LRR 13
Q9Y2C9,Repeat,379,404,LRR 14
Q9Y2C9,Repeat,405,429,LRR 15
Q9Y2C9,Repeat,430,450,LRR 16
Q9Y2C9,Repeat,451,474,LRR 17
Q9Y2C9,Repeat,475,496,LRR 18
Q9Y2C9,Repeat,497,520,LRR 19
Q9Y2C9,Domain,521,575,LRRCT
Q9Y2C9,Domain,640,784,TIR
Q15109,Domain,23,116,Ig-like V-type
Q15109,Domain,124,221,Ig-like C2-type 1
Q15109,Domain,227,317,Ig-like C2-type 2
P05106,Domain,135,377,VWFA
P05106,Repeat,463,511,I
P05106,Repeat,512,553,II
P05106,Repeat,554,592,III
P05106,Repeat,593,629,IV
Q9Y6W8,Domain,30,132,Ig-like V-type
P40189,Domain,26,120,Ig-like C2-type
P40189,Domain,125,216,Fibronectin type-III 1
P40189,Domain,224,324,Fibronectin type-III 2
P40189,Domain,329,424,Fibronectin type-III 3
P40189,Domain,426,517,Fibronectin type-III 4
P40189,Domain,518,613,Fibronectin type-III 5
P09848,Repeat,87,172,1
P09848,Repeat,363,848,2
P09848,Repeat,884,1365,3
P09848,Repeat,1370,1841,4
P19438,Repeat,43,82,TNFR-Cys 1
P19438,Repeat,83,125,TNFR-Cys 2
P19438,Repeat,126,166,TNFR-Cys 3
P19438,Repeat,167,196,TNFR-Cys 4
P19438,Domain,356,441,Death
Q08174,Domain,58,168,Cadherin 1
Q08174,Domain,169,280,Cadherin 2
Q08174,Domain,281,387,Cadherin 3
Q08174,Domain,396,506,Cadherin 4
Q08174,Domain,507,612,Cadherin 5
Q08174,Domain,613,715,Cadherin 6
Q08174,Domain,718,844,Cadherin 7
O95206,Domain,30,135,Cadherin 1
O95206,Domain,136,245,Cadherin 2
O95206,Domain,247,354,Cadherin 3
O95206,Domain,393,497,Cadherin 4
O95206,Domain,498,609,Cadherin 5
O95206,Domain,615,723,Cadherin 6
P15151,Domain,24,139,Ig-like V-type
P15151,Domain,145,237,Ig-like C2-type 1
P15151,Domain,244,328,Ig-like C2-type 2
Q9Y6N7,Domain,68,164,Ig-like C2-type 1
Q9Y6N7,Domain,170,257,Ig-like C2-type 2
Q9Y6N7,Domain,262,346,Ig-like C2-type 3
Q9Y6N7,Domain,351,446,Ig-like C2-type 4
Q9Y6N7,Domain,455,541,Ig-like C2-type 5
Q9Y6N7,Domain,563,657,Fibronectin type-III 1
Q9Y6N7,Domain,676,773,Fibronectin type-III 2
Q9Y6N7,Domain,778,874,Fibronectin type-III 3
P08581,Domain,27,515,Sema
P08581,Domain,563,655,IPT/TIG 1
P08581,Domain,657,739,IPT/TIG 2
P08581,Domain,742,836,IPT/TIG 3
P08581,Domain,1078,1345,Protein kinase
Q15223,Domain,31,141,Ig-like V-type
Q15223,Domain,149,238,Ig-like C2-type 1
Q15223,Domain,247,334,Ig-like C2-type 2
Q92823,Domain,46,134,Ig-like 1
Q92823,Domain,141,235,Ig-like 2
Q92823,Domain,267,356,Ig-like 3
Q92823,Domain,361,448,Ig-like 4
Q92823,Domain,454,541,Ig-like 5
Q92823,Domain,545,632,Ig-like 6
Q92823,Domain,649,744,Fibronectin type-III 1
Q92823,Domain,746,843,Fibronectin type-III 2
Q92823,Domain,848,950,Fibronectin type-III 3
Q92823,Domain,954,1051,Fibronectin type-III 4
Q92823,Domain,1064,1156,Fibronectin type-III 5
Q92692,Domain,32,156,Ig-like V-type
Q92692,Domain,162,256,Ig-like C2-type 1
Q92692,Domain,261,345,Ig-like C2-type 2
Q96NY8,Domain,32,144,Ig-like V-type
Q96NY8,Domain,148,237,Ig-like C2-type 1
Q96NY8,Domain,248,331,Ig-like C2-type 2
P20138,Domain,19,135,Ig-like V-type
P20138,Domain,145,228,Ig-like C2-type
P23471,Domain,36,300,Alpha-carbonic anhydrase
P23471,Domain,314,413,Fibronectin type-III
P23471,Domain,1717,1992,Tyrosine-protein phosphatase 1
P23471,Domain,2023,2282,Tyrosine-protein phosphatase 2
Q15399,Repeat,54,77,LRR 1
Q15399,Repeat,78,101,LRR 2
Q15399,Repeat,102,125,LRR 3
Q15399,Repeat,126,150,LRR 4
Q15399,Repeat,151,175,LRR 5
Q15399,Repeat,176,199,LRR 6
Q15399,Repeat,200,223,LRR 7
Q15399,Repeat,224,250,LRR 8
Q15399,Repeat,251,278,LRR 9
Q15399,Repeat,279,308,LRR 10
Q15399,Repeat,309,337,LRR 11
Q15399,Repeat,338,361,LRR 12
Q15399,Repeat,362,388,LRR 13
Q15399,Repeat,389,414,LRR 14
Q15399,Repeat,415,437,LRR 15
Q15399,Repeat,438,457,LRR 16
Q15399,Repeat,458,478,LRR 17
Q15399,Repeat,479,500,LRR 18
Q15399,Repeat,501,524,LRR 19
Q15399,Domain,525,579,LRRCT
Q15399,Domain,635,779,TIR
Q8WWQ8,Domain,108,148,EGF-like 1
Q8WWQ8,Domain,156,193,EGF-like 2
Q8WWQ8,Domain,195,236,EGF-like 3
Q8WWQ8,Domain,237,276,EGF-like 4
Q8WWQ8,Domain,322,362,EGF-like 5
Q8WWQ8,Domain,371,505,FAS1 1
Q8WWQ8,Domain,515,652,FAS1 2
Q8WWQ8,Domain,736,776,EGF-like 6
Q8WWQ8,Domain,826,866,EGF-like 7
Q8WWQ8,Domain,867,909,EGF-like 8
Q8WWQ8,Domain,910,952,EGF-like 9
Q8WWQ8,Domain,953,992,EGF-like 10
Q8WWQ8,Domain,994,1127,FAS1 3
Q8WWQ8,Domain,1137,1265,FAS1 4
Q8WWQ8,Domain,1343,1408,Laminin EGF-like 1
Q8WWQ8,Domain,1432,1470,EGF-like 11
Q8WWQ8,Domain,1471,1512,EGF-like 12
Q8WWQ8,Domain,1513,1554,EGF-like 13
Q8WWQ8,Domain,1555,1594,EGF-like 14
Q8WWQ8,Domain,1596,1724,FAS1 5
Q8WWQ8,Domain,1740,1881,FAS1 6
Q8WWQ8,Domain,1957,2022,Laminin EGF-like 2
Q8WWQ8,Domain,2047,2081,EGF-like 15
Q8WWQ8,Domain,2082,2122,EGF-like 16
Q8WWQ8,Domain,2123,2165,EGF-like 17
Q8WWQ8,Domain,2198,2291,Link
Q8WWQ8,Domain,2311,2446,FAS1 7
O60603,Repeat,54,77,LRR 1
O60603,Repeat,78,101,LRR 2
O60603,Repeat,102,125,LRR 3
O60603,Repeat,126,150,LRR 4
O60603,Repeat,151,175,LRR 5
O60603,Repeat,176,199,LRR 6
O60603,Repeat,200,223,LRR 7
O60603,Repeat,224,250,LRR 8
O60603,Repeat,251,278,LRR 9
O60603,Repeat,279,308,LRR 10
O60603,Repeat,309,337,LRR 11
O60603,Repeat,338,361,LRR 12
O60603,Repeat,362,388,LRR 13
O60603,Repeat,389,414,LRR 14
O60603,Repeat,415,437,LRR 15
O60603,Repeat,438,457,LRR 16
O60603,Repeat,458,478,LRR 17
O60603,Repeat,479,500,LRR 18
O60603,Repeat,501,524,LRR 19
O60603,Domain,525,579,LRRCT
O60603,Domain,639,784,TIR
Q9Y5R2,Repeat,377,425,Hemopexin 1
Q9Y5R2,Repeat,426,471,Hemopexin 2
Q9Y5R2,Repeat,473,521,Hemopexin 3
Q9Y5R2,Repeat,522,569,Hemopexin 4
P07766,Domain,32,112,Ig-like
P07766,Domain,178,205,ITAM
P22223,Domain,108,215,Cadherin 1
P22223,Domain,216,328,Cadherin 2
P22223,Domain,329,440,Cadherin 3
P22223,Domain,441,546,Cadherin 4
P22223,Domain,547,650,Cadherin 5
Q99466,Domain,24,63,EGF-like 1
Q99466,Domain,64,115,EGF-like 2
Q99466,Domain,118,155,EGF-like 3
Q99466,Domain,156,192,EGF-like 4
Q99466,Domain,194,232,EGF-like 5
Q99466,Domain,234,274,EGF-like 6
Q99466,Domain,276,312,EGF-like 7
Q99466,Domain,314,353,EGF-like 8
Q99466,Domain,355,391,EGF-like 9
Q99466,Domain,392,430,EGF-like 10
Q99466,Domain,432,473,EGF-like 11
Q99466,Domain,475,511,EGF-like 12
Q99466,Domain,513,549,EGF-like 13
Q99466,Domain,551,587,EGF-like 14
Q99466,Domain,589,625,EGF-like 15
Q99466,Domain,626,659,EGF-like 16
Q99466,Domain,661,689,EGF-like 17
Q99466,Domain,691,727,EGF-like 18
Q99466,Domain,729,765,EGF-like 19
Q99466,Domain,767,803,EGF-like 20
Q99466,Domain,806,842,EGF-like 21
Q99466,Domain,844,880,EGF-like 22
Q99466,Domain,882,928,EGF-like 23
Q99466,Domain,930,966,EGF-like 24
Q99466,Domain,968,1004,EGF-like 25
Q99466,Domain,1006,1044,EGF-like 26
Q99466,Domain,1046,1085,EGF-like 27
Q99466,Domain,1087,1126,EGF-like 28
Q99466,Domain,1130,1171,EGF-like 29
Q99466,Repeat,1170,1213,LNR 1
Q99466,Repeat,1214,1250,LNR 2
Q99466,Repeat,1251,1294,LNR 3
Q99466,Repeat,1633,1665,ANK 1
Q99466,Repeat,1666,1698,ANK 2
Q99466,Repeat,1700,1732,ANK 3
Q99466,Repeat,1733,1765,ANK 4
Q99466,Repeat,1766,1798,ANK 5
O60500,Domain,27,130,Ig-like C2-type 1
O60500,Domain,143,234,Ig-like C2-type 2
O60500,Domain,242,333,Ig-like C2-type 3
O60500,Domain,340,434,Ig-like C2-type 4
O60500,Domain,440,540,Ig-like C2-type 5
O60500,Domain,544,635,Ig-like C2-type 6
O60500,Domain,740,832,Ig-like C2-type 7
O60500,Domain,838,939,Ig-like C2-type 8
O60500,Domain,943,1038,Fibronectin type-III
Q02297,Domain,37,128,Ig-like C2-type
Q02297,Domain,178,222,EGF-like
P15509,Domain,220,320,Fibronectin type-III
Q9BZA7,Domain,26,139,Cadherin 1
Q9BZA7,Domain,140,249,Cadherin 2
Q9BZA7,Domain,250,355,Cadherin 3
Q9BZA7,Domain,362,466,Cadherin 4
Q9BZA7,Domain,467,570,Cadherin 5
Q9BZA7,Domain,571,673,Cadherin 6
Q9BZA7,Domain,677,795,Cadherin 7
Q92859,Domain,52,141,Ig-like C2-type 1
Q92859,Domain,152,238,Ig-like C2-type 2
Q92859,Domain,243,336,Ig-like C2-type 3
Q92859,Domain,341,426,Ig-like C2-type 4
Q92859,Domain,441,535,Fibronectin type-III 1
Q92859,Domain,541,631,Fibronectin type-III 2
Q92859,Domain,636,731,Fibronectin type-III 3
Q92859,Domain,741,831,Fibronectin type-III 4
Q92859,Domain,856,952,Fibronectin type-III 5
Q92859,Domain,957,1054,Fibronectin type-III 6
P55287,Domain,54,159,Cadherin 1
P55287,Domain,160,268,Cadherin 2
P55287,Domain,269,383,Cadherin 3
P55287,Domain,384,486,Cadherin 4
P55287,Domain,487,612,Cadherin 5
P05362,Domain,41,103,Ig-like C2-type 1
P05362,Domain,128,193,Ig-like C2-type 2
P05362,Domain,230,297,Ig-like C2-type 3
P05362,Domain,325,378,Ig-like C2-type 4
P05362,Domain,412,464,Ig-like C2-type 5
Q9BYE9,Domain,27,124,Cadherin 1
Q9BYE9,Domain,125,241,Cadherin 2
Q9BYE9,Domain,242,353,Cadherin 3
Q9BYE9,Domain,368,480,Cadherin 4
Q9BYE9,Domain,481,586,Cadherin 5
Q9BYE9,Domain,586,695,Cadherin 6
Q9BYE9,Domain,696,808,Cadherin 7
